orz,id,hero_star,star_quality,star_num,qualification1_id1,qualification1_num1,qualification1_id2,qualification1_num2,qualification2_id1,qualification2_num1,qualification2_id2,qualification2_num2,qualification3_id1,qualification3_num1,qualification3_id2,qualification3_num2,qualification4_id1,qualification4_num1,qualification4_id2,qualification4_num2,qualification5_id1,qualification5_num1,qualification5_id2,qualification5_num2,qualification6_id1,qualification6_num1,qualification6_id2,qualification6_num2,qualification7_id1,qualification7_num1,qualification7_id2,qualification7_num2,qualification8_id1,qualification8_num1,qualification8_id2,qualification8_num2,qualification9_id1,qualification9_num1,qualification9_id2,qualification9_num2,qualification10_id1,qualification10_num1,qualification10_id2,qualification10_num2,starlv_id1,starid_num1,starlv_id2,starid_num2,starlv_id3,starid_num3,starlv_id4,starid_num4,qualification1_type1,qualification1_value1,qualification1_type2,qualification1_value2,qualification1_type3,qualification1_value3,qualification2_type1,qualification2_value1,qualification2_type2,qualification2_value2,qualification2_type3,qualification2_value3,qualification3_type1,qualification3_value1,qualification3_type2,qualification3_value2,qualification3_type3,qualification3_value3,qualification4_type1,qualification4_value1,qualification4_type2,qualification4_value2,qualification4_type3,qualification4_value3,qualification5_type1,qualification5_value1,qualification5_type2,qualification5_value2,qualification5_type3,qualification5_value3,qualification6_type1,qualification6_value1,qualification6_type2,qualification6_value2,qualification6_type3,qualification6_value3,qualification7_type1,qualification7_value1,qualification7_type2,qualification7_value2,qualification7_type3,qualification7_value3,qualification8_type1,qualification8_value1,qualification8_type2,qualification8_value2,qualification8_type3,qualification8_value3,qualification9_type1,qualification9_value1,qualification9_type2,qualification9_value2,qualification9_type3,qualification9_value3,qualification10_type1,qualification10_value1,qualification10_type2,qualification10_value2,qualification10_type3,qualification10_value3,starlv_type1,starlv_value1,starlv_type2,starlv_value2,starlv_type3,starlv_value3,skillid1,skillid2,skillid3,skillid4,skillid5,skillid6,skillid7,skillid0,skillopen,qualification1,qualification2,qualification3,qualification4,qualification5,qualification6,qualification7,qualification8,qualification9,qualification10,starlv,qualification_icon1,qualification_icon2,qualification_icon3,qualification_icon4,qualification_icon5,qualification_icon6,qualification_icon7,qualification_icon8,qualification_icon9,qualification_icon10,starlv_icon
120,1008,15,6,3,91000001,0,12100801,6,91000001,0,12100801,6,91000001,0,12100801,6,91000001,0,12100801,6,91000001,0,12100801,6,91000001,0,12100801,6,91000001,0,12100801,6,91000001,0,12100801,6,91000001,0,12100801,6,91000001,0,12100801,6,91000001,0,30101000,0,12100801,6,0,0,29,31660,0,0,99,3417600,10,8690,0,0,99,3417600,29,31660,0,0,99,3417600,10,8690,0,0,99,3417600,29,31660,0,0,99,3417600,10,8690,0,0,99,3417600,10,8690,0,0,99,3417600,10,8690,0,0,99,3417600,10,8690,0,0,99,3417600,0,0,0,0,0,0,6,614520,30,16110,99,13670400,100800,100801,100802,100803,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
121,1009,1,2,1,91000001,0,12100901,0,91000001,0,12100901,0,91000001,0,12100901,0,91000001,0,12100901,0,91000001,0,12100901,0,91000001,0,12100901,0,91000001,0,12100901,0,91000001,0,12100901,0,91000001,0,12100901,0,91000001,0,12100901,0,91000001,0,30101000,0,12100901,0,0,0,29,0,0,0,99,0,10,0,0,0,99,0,29,0,0,0,99,0,10,0,0,0,99,0,29,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,0,0,0,0,0,0,6,0,30,0,99,0,100900,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,0,0,0,0,0,0,0,0,0,0,icon_hero_yxwd_zizhi_07
122,1009,2,2,2,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,30101000,0,12100901,1,0,0,29,200,0,0,99,20505,10,40,0,0,99,20505,29,200,0,0,99,20505,10,40,0,0,99,20505,29,200,0,0,99,20505,10,40,0,0,99,20505,10,40,0,0,99,20505,10,40,0,0,99,20505,10,40,0,0,99,20505,0,0,0,0,0,0,6,3590,30,80,99,82022,100900,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
123,1009,3,2,3,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,12100901,1,91000001,0,30101000,0,12100901,1,0,0,29,550,0,0,99,56390,10,120,0,0,99,56390,29,550,0,0,99,56390,10,120,0,0,99,56390,29,550,0,0,99,56390,10,120,0,0,99,56390,10,120,0,0,99,56390,10,120,0,0,99,56390,10,120,0,0,99,56390,0,0,0,0,0,0,6,9860,30,230,99,225561,100900,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
124,1009,4,3,1,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,30101000,0,12100901,2,0,0,29,1120,0,0,99,115344,10,250,0,0,99,115344,29,1120,0,0,99,115344,10,250,0,0,99,115344,29,1120,0,0,99,115344,10,250,0,0,99,115344,10,250,0,0,99,115344,10,250,0,0,99,115344,10,250,0,0,99,115344,0,0,0,0,0,0,6,20170,30,470,99,461376,100900,100901,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
125,1009,5,3,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,30101000,0,12100901,2,0,0,29,1990,0,0,99,205056,10,440,0,0,99,205056,29,1990,0,0,99,205056,10,440,0,0,99,205056,29,1990,0,0,99,205056,10,440,0,0,99,205056,10,440,0,0,99,205056,10,440,0,0,99,205056,10,440,0,0,99,205056,0,0,0,0,0,0,6,35860,30,830,99,820224,100900,100901,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
126,1009,6,3,3,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,12100901,2,91000001,0,30101000,0,12100901,2,0,0,29,3180,0,0,99,328089,10,700,0,0,99,328089,29,3180,0,0,99,328089,10,700,0,0,99,328089,29,3180,0,0,99,328089,10,700,0,0,99,328089,10,700,0,0,99,328089,10,700,0,0,99,328089,10,700,0,0,99,328089,0,0,0,0,0,0,6,57370,30,1330,99,1312358,100900,100901,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
127,1009,7,4,1,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,30101000,0,12100901,4,0,0,29,4970,0,0,99,512640,10,1100,0,0,99,512640,29,4970,0,0,99,512640,10,1100,0,0,99,512640,29,4970,0,0,99,512640,10,1100,0,0,99,512640,10,1100,0,0,99,512640,10,1100,0,0,99,512640,10,1100,0,0,99,512640,0,0,0,0,0,0,6,89650,30,2080,99,2050560,100900,100901,100902,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
128,1009,8,4,2,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,30101000,0,12100901,4,0,0,29,7940,0,0,99,820224,10,1760,0,0,99,820224,29,7940,0,0,99,820224,10,1760,0,0,99,820224,29,7940,0,0,99,820224,10,1760,0,0,99,820224,10,1760,0,0,99,820224,10,1760,0,0,99,820224,10,1760,0,0,99,820224,0,0,0,0,0,0,6,143440,30,3330,99,3280896,100900,100901,100902,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
129,1009,9,4,3,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,12100901,4,91000001,0,30101000,0,12100901,4,0,0,29,11920,0,0,99,1230336,10,2640,0,0,99,1230336,29,11920,0,0,99,1230336,10,2640,0,0,99,1230336,29,11920,0,0,99,1230336,10,2640,0,0,99,1230336,10,2640,0,0,99,1230336,10,2640,0,0,99,1230336,10,2640,0,0,99,1230336,0,0,0,0,0,0,6,215160,30,4990,99,4921344,100900,100901,100902,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
130,1009,10,5,1,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,30101000,0,12100901,5,0,0,29,17130,0,0,99,1768608,10,3800,0,0,99,1768608,29,17130,0,0,99,1768608,10,3800,0,0,99,1768608,29,17130,0,0,99,1768608,10,3800,0,0,99,1768608,10,3800,0,0,99,1768608,10,3800,0,0,99,1768608,10,3800,0,0,99,1768608,0,0,0,0,0,0,6,309290,30,7170,99,7074432,100900,100901,100902,100903,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
131,1009,11,5,2,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,30101000,0,12100901,5,0,0,29,22840,0,0,99,2358144,10,5060,0,0,99,2358144,29,22840,0,0,99,2358144,10,5060,0,0,99,2358144,29,22840,0,0,99,2358144,10,5060,0,0,99,2358144,10,5060,0,0,99,2358144,10,5060,0,0,99,2358144,10,5060,0,0,99,2358144,0,0,0,0,0,0,6,412380,30,9560,99,9432576,100900,100901,100902,100903,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
132,1009,12,5,3,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,12100901,5,91000001,0,30101000,0,12100901,5,0,0,29,28800,0,0,99,2973312,10,6380,0,0,99,2973312,29,28800,0,0,99,2973312,10,6380,0,0,99,2973312,29,28800,0,0,99,2973312,10,6380,0,0,99,2973312,10,6380,0,0,99,2973312,10,6380,0,0,99,2973312,10,6380,0,0,99,2973312,0,0,0,0,0,0,6,519960,30,12060,99,11893248,100900,100901,100902,100903,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
133,1009,13,6,1,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,30101000,0,12100901,6,0,0,29,35250,0,0,99,3639744,10,7810,0,0,99,3639744,29,35250,0,0,99,3639744,10,7810,0,0,99,3639744,29,35250,0,0,99,3639744,10,7810,0,0,99,3639744,10,7810,0,0,99,3639744,10,7810,0,0,99,3639744,10,7810,0,0,99,3639744,0,0,0,0,0,0,6,636500,30,14760,99,14558976,100900,100901,100902,100903,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
134,1009,14,6,2,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,30101000,0,12100901,6,0,0,29,42210,0,0,99,4357440,10,9360,0,0,99,4357440,29,42210,0,0,99,4357440,10,9360,0,0,99,4357440,29,42210,0,0,99,4357440,10,9360,0,0,99,4357440,10,9360,0,0,99,4357440,10,9360,0,0,99,4357440,10,9360,0,0,99,4357440,0,0,0,0,0,0,6,762010,30,17670,99,17429760,100900,100901,100902,100903,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
135,1009,15,6,3,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,12100901,6,91000001,0,30101000,0,12100901,6,0,0,29,49650,0,0,99,5126400,10,11010,0,0,99,5126400,29,49650,0,0,99,5126400,10,11010,0,0,99,5126400,29,49650,0,0,99,5126400,10,11010,0,0,99,5126400,10,11010,0,0,99,5126400,10,11010,0,0,99,5126400,10,11010,0,0,99,5126400,0,0,0,0,0,0,6,896480,30,20790,99,20505600,100900,100901,100902,100903,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
136,1010,1,2,1,91000001,0,12101001,0,91000001,0,12101001,0,91000001,0,12101001,0,91000001,0,12101001,0,91000001,0,12101001,0,91000001,0,12101001,0,91000001,0,12101001,0,91000001,0,12101001,0,91000001,0,12101001,0,91000001,0,12101001,0,91000001,0,30101000,0,12101001,0,0,0,7,0,0,0,99,0,30,0,0,0,99,0,10,0,0,0,99,0,7,0,0,0,99,0,30,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,0,0,0,0,0,0,6,0,8,0,99,0,101000,0,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,0,0,0,0,0,0,0,0,0,0,icon_hero_yxwd_zizhi_07
137,1010,2,2,2,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,30101000,0,12101001,1,0,0,7,20,0,0,99,6075,30,10,0,0,99,6075,10,20,0,0,99,6075,7,20,0,0,99,6075,30,10,0,0,99,6075,10,20,0,0,99,6075,10,20,0,0,99,6075,10,20,0,0,99,6075,10,20,0,0,99,6075,0,0,0,0,0,0,6,1770,8,60,99,24302,101000,0,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
138,1010,3,2,3,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,12101001,1,91000001,0,30101000,0,12101001,1,0,0,7,60,0,0,99,16708,30,30,0,0,99,16708,10,50,0,0,99,16708,7,60,0,0,99,16708,30,30,0,0,99,16708,10,50,0,0,99,16708,10,50,0,0,99,16708,10,50,0,0,99,16708,10,50,0,0,99,16708,0,0,0,0,0,0,6,4860,8,150,99,66833,101000,0,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
139,1010,4,3,1,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,30101000,0,12101001,2,0,0,7,110,0,0,99,34175,30,50,0,0,99,34175,10,90,0,0,99,34175,7,110,0,0,99,34175,30,50,0,0,99,34175,10,90,0,0,99,34175,10,90,0,0,99,34175,10,90,0,0,99,34175,10,90,0,0,99,34175,0,0,0,0,0,0,6,9940,8,320,99,136704,101000,101001,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
140,1010,5,3,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,30101000,0,12101001,2,0,0,7,200,0,0,99,60757,30,100,0,0,99,60757,10,170,0,0,99,60757,7,200,0,0,99,60757,30,100,0,0,99,60757,10,170,0,0,99,60757,10,170,0,0,99,60757,10,170,0,0,99,60757,10,170,0,0,99,60757,0,0,0,0,0,0,6,17670,8,560,99,243029,101000,101001,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
141,1010,6,3,3,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,12101001,2,91000001,0,30101000,0,12101001,2,0,0,7,320,0,0,99,97211,30,150,0,0,99,97211,10,270,0,0,99,97211,7,320,0,0,99,97211,30,150,0,0,99,97211,10,270,0,0,99,97211,10,270,0,0,99,97211,10,270,0,0,99,97211,10,270,0,0,99,97211,0,0,0,0,0,0,6,28260,8,900,99,388846,101000,101001,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
142,1010,7,4,1,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,30101000,0,12101001,4,0,0,7,510,0,0,99,151893,30,240,0,0,99,151893,10,420,0,0,99,151893,7,510,0,0,99,151893,30,240,0,0,99,151893,10,420,0,0,99,151893,10,420,0,0,99,151893,10,420,0,0,99,151893,10,420,0,0,99,151893,0,0,0,0,0,0,6,44160,8,1400,99,607573,101000,101001,101002,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
143,1010,8,4,2,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,12101001,4,91000001,0,30101000,0,12101001,4,0,0,7,810,0,0,99,243029,30,380,0,0,99,243029,10,670,0,0,99,243029,7,810,0,0,99,243029,30,380,0,0,99,243029,10,670,0,0,99,243029,10,670,0,0,99,243029,10,670,0,0,99,243029,10,670,0,0,99,243029,0,0,0,0,0,0,6,70660,8,2250,99,972117,101000,101001,101002,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
