lazyid,id,name,lv,needitem,neednum,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8
1017010,52030103,战熊,10,52030103,180,7,6610,9,13220,29,6610,6,67440,8,6680,10,12830,30,6880,99,5329300
1017011,52030103,战熊,11,52030103,220,7,8520,9,17040,29,8520,6,86860,8,8600,10,16520,30,8860,99,6865200
1017012,52030103,战熊,12,52030103,260,7,10730,9,21460,29,10730,6,109490,8,10840,10,20820,30,11160,99,8649800
1017013,52030103,战熊,13,52030103,310,7,13290,9,26580,29,13290,6,135520,8,13420,10,25770,30,13820,99,10709900
1017014,52030103,战熊,14,52030103,350,7,16190,9,32380,29,16190,6,165140,8,16350,10,31410,30,16840,99,13049300
1017015,52030103,战熊,15,52030103,400,7,19460,9,38920,29,19460,6,198530,8,19660,10,37760,30,20240,99,15686600
1017016,52030103,战熊,16,52030103,460,7,23130,9,46260,29,23130,6,235890,8,23360,10,44870,30,24050,99,18641300
1017017,52030103,战熊,17,52030103,520,7,27190,9,54380,29,27190,6,277380,8,27470,10,52760,30,28280,99,21917600
1017018,52030103,战熊,18,52030103,580,7,31680,9,63360,29,31680,6,323180,8,32000,10,61470,30,32950,99,25536100
1017019,52030103,战熊,19,52030103,640,7,36610,9,73220,29,36610,6,373470,8,36980,10,71030,30,38080,99,29509900
1017020,52030103,战熊,20,0,0,7,42000,9,84000,29,42000,6,428400,8,42420,10,81480,30,43680,99,33852000
2017001,52030203,精锐战熊,1,52030203,3,7,160,9,320,29,160,6,1710,8,170,10,320,30,170,99,132200
2017002,52030203,精锐战熊,2,52030203,6,7,310,9,620,29,310,6,3240,8,320,10,610,30,320,99,252300
2017003,52030203,精锐战熊,3,52030203,12,7,640,9,1280,29,640,6,6820,8,680,10,1270,30,670,99,526900
2017004,52030203,精锐战熊,4,52030203,24,7,1230,9,2460,29,1230,6,13100,8,1300,10,2440,30,1280,99,1011000
2017005,52030203,精锐战熊,5,52030203,40,7,2140,9,4280,29,2140,6,22660,8,2240,10,4230,30,2220,99,1752700
2017006,52030203,精锐战熊,6,52030203,64,7,3400,9,6800,29,3400,6,36040,8,3570,10,6720,30,3530,99,2786800
2017007,52030203,精锐战熊,7,52030203,90,7,5060,9,10120,29,5060,6,53750,8,5320,10,10030,30,5270,99,4153500
2017008,52030203,精锐战熊,8,52030203,120,7,7190,9,14380,29,7190,6,76260,8,7550,10,14230,30,7480,99,5896700
2017009,52030203,精锐战熊,9,52030203,150,7,9800,9,19600,29,9800,6,104040,8,10300,10,19410,30,10200,99,8041300
2017010,52030203,精锐战熊,10,52030203,180,7,12960,9,25920,29,12960,6,137520,8,13620,10,25650,30,13490,99,10631900
2017011,52030203,精锐战熊,11,52030203,220,7,16690,9,33380,29,16690,6,177120,8,17540,10,33040,30,17370,99,13692400
2017012,52030203,精锐战熊,12,52030203,260,7,21040,9,42080,29,21040,6,223270,8,22110,10,41650,30,21900,99,17260900
2017013,52030203,精锐战熊,13,52030203,310,7,26040,9,52080,29,26040,6,276350,8,27370,10,51550,30,27100,99,21363500
2017014,52030203,精锐战熊,14,52030203,350,7,31730,9,63460,29,31730,6,336750,8,33350,10,62820,30,33030,99,26033000
2017015,52030203,精锐战熊,15,52030203,400,7,38150,9,76300,29,38150,6,404850,8,40100,10,75520,30,39710,99,31299000
2017016,52030203,精锐战熊,16,52030203,460,7,45330,9,90660,29,45330,6,481030,8,47640,10,89730,30,47180,99,37188100
2017017,52030203,精锐战熊,17,52030203,520,7,53300,9,106600,29,53300,6,565640,8,56020,10,105510,30,55480,99,43728300
2017018,52030203,精锐战熊,18,52030203,580,7,62100,9,124200,29,62100,6,659040,8,65270,10,122940,30,64640,99,50948800
2017019,52030203,精锐战熊,19,52030203,640,7,71760,9,143520,29,71760,6,761580,8,75430,10,142060,30,74690,99,58874600
2017020,52030203,精锐战熊,20,0,0,7,82320,9,164640,29,82320,6,873600,8,86520,10,162960,30,85680,99,67536000
1018001,52030104,地神像,1,52030104,3,7,80,9,160,29,80,6,800,8,80,10,170,30,80,99,64500
1018002,52030104,地神像,2,52030104,6,7,150,9,300,29,150,6,1530,8,160,10,320,30,150,99,122600
1018003,52030104,地神像,3,52030104,12,7,310,9,620,29,310,6,3210,8,330,10,680,30,310,99,255200
1018004,52030104,地神像,4,52030104,24,7,600,9,1200,29,600,6,6170,8,630,10,1300,30,600,99,491400
1018005,52030104,地神像,5,52030104,40,7,1050,9,2100,29,1050,6,10680,8,1090,10,2240,30,1050,99,854600
1018006,52030104,地神像,6,52030104,64,7,1660,9,3320,29,1660,6,16980,8,1730,10,3570,30,1660,99,1355100
1018007,52030104,地神像,7,52030104,90,7,2480,9,4960,29,2480,6,25320,8,2580,10,5320,30,2480,99,2022400
1018008,52030104,地神像,8,52030104,120,7,3520,9,7040,29,3520,6,35930,8,3670,10,7550,30,3520,99,2871100
1018009,52030104,地神像,9,52030104,150,7,4800,9,9600,29,4800,6,49020,8,5000,10,10300,30,4800,99,3915400
1018010,52030104,地神像,10,52030104,180,7,6350,9,12700,29,6350,6,64790,8,6610,10,13620,30,6350,99,5177800
1018011,52030104,地神像,11,52030104,220,7,8170,9,16340,29,8170,6,83450,8,8520,10,17540,30,8170,99,6666000
1018012,52030104,地神像,12,52030104,260,7,10300,9,20600,29,10300,6,105190,8,10730,10,22110,30,10300,99,8402300
1018013,52030104,地神像,13,52030104,310,7,12750,9,25500,29,12750,6,130200,8,13290,10,27370,30,12750,99,10401500
1018014,52030104,地神像,14,52030104,350,7,15540,9,31080,29,15540,6,158660,8,16190,10,33350,30,15540,99,12675700
1018015,52030104,地神像,15,52030104,400,7,18690,9,37380,29,18690,6,190750,8,19460,10,40100,30,18690,99,15242000
1018016,52030104,地神像,16,52030104,460,7,22200,9,44400,29,22200,6,226640,8,23130,10,47640,30,22200,99,18107800
1018017,52030104,地神像,17,52030104,520,7,26110,9,52220,29,26110,6,266500,8,27190,10,56020,30,26110,99,21294000
1018018,52030104,地神像,18,52030104,580,7,30420,9,60840,29,30420,6,310510,8,31680,10,65270,30,30420,99,24809700
1018019,52030104,地神像,19,52030104,640,7,35150,9,70300,29,35150,6,358820,8,36610,10,75430,30,35150,99,28668900
1018020,52030104,地神像,20,0,0,7,40320,9,80640,29,40320,6,411600,8,42000,10,86520,30,40320,99,32886000
2018001,52030204,地神兵,1,52030204,3,7,170,9,340,29,170,6,1620,8,160,10,320,30,170,99,132400
2018002,52030204,地神兵,2,52030204,6,7,330,9,660,29,330,6,3090,8,310,10,610,30,320,99,254300
2018003,52030204,地神兵,3,52030204,12,7,690,9,1380,29,690,6,6500,8,640,10,1270,30,680,99,532500
2018004,52030204,地神兵,4,52030204,24,7,1320,9,2640,29,1320,6,12470,8,1230,10,2440,30,1310,99,1021400
2018005,52030204,地神兵,5,52030204,40,7,2290,9,4580,29,2290,6,21570,8,2140,10,4230,30,2270,99,1770900
2018006,52030204,地神兵,6,52030204,64,7,3640,9,7280,29,3640,6,34310,8,3400,10,6720,30,3600,99,2814200
2018007,52030204,地神兵,7,52030204,90,7,5430,9,10860,29,5430,6,51160,8,5060,10,10030,30,5370,99,4196700
2018008,52030204,地神兵,8,52030204,120,7,7700,9,15400,29,7700,6,72590,8,7190,10,14230,30,7630,99,5955300
2018009,52030204,地神兵,9,52030204,150,7,10500,9,21000,29,10500,6,99040,8,9800,10,19410,30,10400,99,8121300
2018010,52030204,地神兵,10,52030204,180,7,13880,9,27760,29,13880,6,130910,8,12960,10,25650,30,13750,99,10735700
2018011,52030204,地神兵,11,52030204,220,7,17880,9,35760,29,17880,6,168610,8,16690,10,33040,30,17710,99,13828200
2018012,52030204,地神兵,12,52030204,260,7,22540,9,45080,29,22540,6,212530,8,21040,10,41650,30,22330,99,17432100
2018013,52030204,地神兵,13,52030204,310,7,27900,9,55800,29,27900,6,263060,8,26040,10,51550,30,27630,99,21575700
2018014,52030204,地神兵,14,52030204,350,7,34000,9,68000,29,34000,6,320560,8,31730,10,62820,30,33670,99,26292200
2018015,52030204,地神兵,15,52030204,400,7,40870,9,81740,29,40870,6,385390,8,38150,10,75520,30,40490,99,31608800
2018016,52030204,地神兵,16,52030204,460,7,48570,9,97140,29,48570,6,457900,8,45330,10,89730,30,48100,99,37558500
2018017,52030204,地神兵,17,52030204,520,7,57110,9,114220,29,57110,6,538450,8,53300,10,105510,30,56560,99,44163500
2018018,52030204,地神兵,18,52030204,580,7,66540,9,133080,29,66540,6,627360,8,62100,10,122940,30,65900,99,51456200
2018019,52030204,地神兵,19,52030204,640,7,76890,9,153780,29,76890,6,724970,8,71760,10,142060,30,76160,99,59461400
2018020,52030204,地神兵,20,0,0,7,88200,9,176400,29,88200,6,831600,8,82320,10,162960,30,87360,99,68208000
1019001,52030105,符文术士,1,52030105,3,7,80,9,160,29,80,6,820,8,80,10,160,30,90,99,65400
1019002,52030105,符文术士,2,52030105,6,7,150,9,300,29,150,6,1560,8,160,10,310,30,160,99,123700
1019003,52030105,符文术士,3,52030105,12,7,320,9,640,29,320,6,3280,8,330,10,650,30,340,99,261100
1019004,52030105,符文术士,4,52030105,24,7,620,9,1240,29,620,6,6300,8,640,10,1250,30,660,99,504500
1019005,52030105,符文术士,5,52030105,40,7,1070,9,2140,29,1070,6,10890,8,1100,10,2160,30,1140,99,870800
1019006,52030105,符文术士,6,52030105,64,7,1700,9,3400,29,1700,6,17330,8,1750,10,3430,30,1820,99,1385100
1019007,52030105,符文术士,7,52030105,90,7,2530,9,5060,29,2530,6,25840,8,2610,10,5120,30,2710,99,2063800
1019008,52030105,符文术士,8,52030105,120,7,3590,9,7180,29,3590,6,36660,8,3700,10,7260,30,3850,99,2928200
1019009,52030105,符文术士,9,52030105,150,7,4900,9,9800,29,4900,6,50020,8,5050,10,9900,30,5250,99,3995400
1019010,52030105,符文术士,10,52030105,180,7,6480,9,12960,29,6480,6,66110,8,6680,10,13090,30,6940,99,5282700
1019011,52030105,符文术士,11,52030105,220,7,8350,9,16700,29,8350,6,85160,8,8600,10,16860,30,8940,99,6805200
1019012,52030105,符文术士,12,52030105,260,7,10520,9,21040,29,10520,6,107340,8,10840,10,21250,30,11270,99,8576300
1019013,52030105,符文术士,13,52030105,310,7,13020,9,26040,29,13020,6,132860,8,13420,10,26310,30,13950,99,10615700
1019014,52030105,符文术士,14,52030105,350,7,15870,9,31740,29,15870,6,161900,8,16350,10,32060,30,17000,99,12937000
1019015,52030105,符文术士,15,52030105,400,7,19070,9,38140,29,19070,6,194640,8,19660,10,38540,30,20440,99,15550800
1019016,52030105,符文术士,16,52030105,460,7,22660,9,45320,29,22660,6,231260,8,23360,10,45790,30,24280,99,18476700
1019017,52030105,符文术士,17,52030105,520,7,26650,9,53300,29,26650,6,271940,8,27470,10,53840,30,28550,99,21727800
1019018,52030105,符文术士,18,52030105,580,7,31050,9,62100,29,31050,6,316850,8,32000,10,62740,30,33270,99,25316000
1019019,52030105,符文术士,19,52030105,640,7,35880,9,71760,29,35880,6,366140,8,36980,10,72500,30,38450,99,29254800
1019020,52030105,符文术士,20,0,0,7,41160,9,82320,29,41160,6,420000,8,42420,10,83160,30,44100,99,33558000
2019001,52030205,符文祭祀,1,52030205,3,7,170,9,340,29,170,6,1690,8,160,10,310,30,160,99,132300
2019002,52030205,符文祭祀,2,52030205,6,7,330,9,660,29,330,6,3210,8,300,10,590,30,310,99,253700
2019003,52030205,符文祭祀,3,52030205,12,7,690,9,1380,29,690,6,6760,8,640,10,1250,30,650,99,533700
2019004,52030205,符文祭祀,4,52030205,24,7,1320,9,2640,29,1320,6,12970,8,1220,10,2390,30,1250,99,1021900
2019005,52030205,符文祭祀,5,52030205,40,7,2290,9,4580,29,2290,6,22440,8,2110,10,4140,30,2160,99,1769800
2019006,52030205,符文祭祀,6,52030205,64,7,3640,9,7280,29,3640,6,35690,8,3360,10,6580,30,3430,99,2813800
2019007,52030205,符文祭祀,7,52030205,90,7,5430,9,10860,29,5430,6,53230,8,5010,10,9820,30,5120,99,4197600
2019008,52030205,符文祭祀,8,52030205,120,7,7700,9,15400,29,7700,6,75530,8,7110,10,13930,30,7260,99,5954100
2019009,52030205,符文祭祀,9,52030205,150,7,10500,9,21000,29,10500,6,103040,8,9700,10,19010,30,9900,99,8121300
2019010,52030205,符文祭祀,10,52030205,180,7,13880,9,27760,29,13880,6,136200,8,12830,10,25120,30,13090,99,10736000
2019011,52030205,符文祭祀,11,52030205,220,7,17880,9,35760,29,17880,6,175420,8,16520,10,32360,30,16860,99,13828400
2019012,52030205,符文祭祀,12,52030205,260,7,22540,9,45080,29,22540,6,221120,8,20820,10,40790,30,21250,99,17430900
2019013,52030205,符文祭祀,13,52030205,310,7,27900,9,55800,29,27900,6,273690,8,25770,10,50490,30,26310,99,21576300
2019014,52030205,符文祭祀,14,52030205,350,7,34000,9,68000,29,34000,6,333510,8,31410,10,61520,30,32060,99,26293200
2019015,52030205,符文祭祀,15,52030205,400,7,40870,9,81740,29,40870,6,400960,8,37760,10,73960,30,38540,99,31608200
2019016,52030205,符文祭祀,16,52030205,460,7,48570,9,97140,29,48570,6,476400,8,44870,10,87880,30,45790,99,37559000
2019017,52030205,符文祭祀,17,52030205,520,7,57110,9,114220,29,57110,6,560200,8,52760,10,103340,30,53840,99,44164000
2019018,52030205,符文祭祀,18,52030205,580,7,66540,9,133080,29,66540,6,652710,8,61470,10,120400,30,62740,99,51457200
2019019,52030205,符文祭祀,19,52030205,640,7,76890,9,153780,29,76890,6,754260,8,71030,10,139130,30,72500,99,59461700
2019020,52030205,符文祭祀,20,0,0,7,88200,9,176400,29,88200,6,865200,8,81480,10,159600,30,83160,99,68208000
1020001,52030106,火巨灵,1,52030106,3,7,80,9,160,29,80,6,850,8,80,10,160,30,80,99,65000
1020002,52030106,火巨灵,2,52030106,6,7,150,9,300,29,150,6,1620,8,160,10,300,30,160,99,124400
1020003,52030106,火巨灵,3,52030106,12,7,320,9,640,29,320,6,3410,8,330,10,620,30,330,99,261200
1020004,52030106,火巨灵,4,52030106,24,7,620,9,1240,29,620,6,6550,8,630,10,1200,30,640,99,504000
1020005,52030106,火巨灵,5,52030106,40,7,1070,9,2140,29,1070,6,11330,8,1090,10,2070,30,1110,99,871100
1020006,52030106,火巨灵,6,52030106,64,7,1700,9,3400,29,1700,6,18020,8,1730,10,3290,30,1770,99,1384900
1020007,52030106,火巨灵,7,52030106,90,7,2530,9,5060,29,2530,6,26870,8,2580,10,4910,30,2640,99,2063900
1020008,52030106,火巨灵,8,52030106,120,7,3590,9,7180,29,3590,6,38130,8,3670,10,6970,30,3740,99,2929100
1020009,52030106,火巨灵,9,52030106,150,7,4900,9,9800,29,4900,6,52020,8,5000,10,9500,30,5100,99,3995400
1020010,52030106,火巨灵,10,52030106,180,7,6480,9,12960,29,6480,6,68760,8,6610,10,12560,30,6740,99,5282200
1020011,52030106,火巨灵,11,52030106,220,7,8350,9,16700,29,8350,6,88560,8,8520,10,16180,30,8690,99,6806200
1020012,52030106,火巨灵,12,52030106,260,7,10520,9,21040,29,10520,6,111630,8,10730,10,20390,30,10950,99,8576100
1020013,52030106,火巨灵,13,52030106,310,7,13020,9,26040,29,13020,6,138170,8,13290,10,25240,30,13550,99,10615400
1020014,52030106,火巨灵,14,52030106,350,7,15870,9,31740,29,15870,6,168370,8,16190,10,30760,30,16510,99,12936400
1020015,52030106,火巨灵,15,52030106,400,7,19070,9,38140,29,19070,6,202430,8,19460,10,36980,30,19850,99,15549600
1020016,52030106,火巨灵,16,52030106,460,7,22660,9,45320,29,22660,6,240510,8,23130,10,43940,30,23590,99,18477200
1020017,52030106,火巨灵,17,52030106,520,7,26650,9,53300,29,26650,6,282820,8,27190,10,51670,30,27740,99,21727900
1020018,52030106,火巨灵,18,52030106,580,7,31050,9,62100,29,31050,6,329520,8,31680,10,60200,30,32320,99,25315400
1020019,52030106,火巨灵,19,52030106,640,7,35880,9,71760,29,35880,6,380790,8,36610,10,69570,30,37350,99,29254300
1020020,52030106,火巨灵,20,0,0,7,41160,9,82320,29,41160,6,436800,8,42000,10,79800,30,42840,99,33558000
2020001,52030206,炽炎巨灵,1,52030206,3,7,160,9,320,29,160,6,1720,8,170,10,320,30,160,99,131400
2020002,52030206,炽炎巨灵,2,52030206,6,7,310,9,620,29,310,6,3280,8,330,10,610,30,310,99,253100
2020003,52030206,炽炎巨灵,3,52030206,12,7,660,9,1320,29,660,6,6890,8,690,10,1270,30,650,99,533300
2020004,52030206,炽炎巨灵,4,52030206,24,7,1260,9,2520,29,1260,6,13230,8,1320,10,2440,30,1250,99,1021600
2020005,52030206,炽炎巨灵,5,52030206,40,7,2180,9,4360,29,2180,6,22880,8,2290,10,4230,30,2160,99,1768100
2020006,52030206,炽炎巨灵,6,52030206,64,7,3470,9,6940,29,3470,6,36390,8,3640,10,6720,30,3430,99,2811800
2020007,52030206,炽炎巨灵,7,52030206,90,7,5170,9,10340,29,5170,6,54260,8,5430,10,10030,30,5120,99,4192700
2020008,52030206,炽炎巨灵,8,52030206,120,7,7330,9,14660,29,7330,6,76990,8,7700,10,14230,30,7260,99,5946300
2020009,52030206,炽炎巨灵,9,52030206,150,7,10000,9,20000,29,10000,6,105040,8,10500,10,19410,30,9900,99,8111300
2020010,52030206,炽炎巨灵,10,52030206,180,7,13220,9,26440,29,13220,6,138840,8,13880,10,25650,30,13090,99,10722300
2020011,52030206,炽炎巨灵,11,52030206,220,7,17030,9,34060,29,17030,6,178830,8,17880,10,33040,30,16860,99,13811600
2020012,52030206,炽炎巨灵,12,52030206,260,7,21470,9,42940,29,21470,6,225410,8,22540,10,41650,30,21250,99,17410700
2020013,52030206,炽炎巨灵,13,52030206,310,7,26570,9,53140,29,26570,6,279000,8,27900,10,51550,30,26310,99,21549500
2020014,52030206,炽炎巨灵,14,52030206,350,7,32380,9,64760,29,32380,6,339990,8,34000,10,62820,30,32060,99,26260800
2020015,52030206,炽炎巨灵,15,52030206,400,7,38930,9,77860,29,38930,6,408750,8,40870,10,75520,30,38540,99,31571000
2020016,52030206,炽炎巨灵,16,52030206,460,7,46250,9,92500,29,46250,6,485660,8,48570,10,89730,30,45790,99,37510700
2020017,52030206,炽炎巨灵,17,52030206,520,7,54390,9,108780,29,54390,6,571080,8,57110,10,105510,30,53840,99,44109100
2020018,52030206,炽炎巨灵,18,52030206,580,7,63370,9,126740,29,63370,6,665380,8,66540,10,122940,30,62740,99,51393600
2020019,52030206,炽炎巨灵,19,52030206,640,7,73230,9,146460,29,73230,6,768900,8,76890,10,142060,30,72500,99,59389000
2020020,52030206,炽炎巨灵,20,0,0,7,84000,9,168000,29,84000,6,882000,8,88200,10,162960,30,83160,99,68124000
1021001,52030107,熔岩蜥蜴,1,52030107,3,7,90,9,180,29,90,6,820,8,80,10,170,30,80,99,67900
1021002,52030107,熔岩蜥蜴,2,52030107,6,7,160,9,320,29,160,6,1560,8,160,10,320,30,150,99,126200
1021003,52030107,熔岩蜥蜴,3,52030107,12,7,340,9,680,29,340,6,3280,8,340,10,680,30,320,99,267600
1021004,52030107,熔岩蜥蜴,4,52030107,24,7,660,9,1320,29,660,6,6300,8,650,10,1310,30,620,99,516500
1021005,52030107,熔岩蜥蜴,5,52030107,40,7,1140,9,2280,29,1140,6,10890,8,1120,10,2270,30,1070,99,892300
1021006,52030107,熔岩蜥蜴,6,52030107,64,7,1820,9,3640,29,1820,6,17330,8,1780,10,3600,30,1700,99,1420600
1021007,52030107,熔岩蜥蜴,7,52030107,90,7,2710,9,5420,29,2710,6,25840,8,2660,10,5370,30,2530,99,2117300
1021008,52030107,熔岩蜥蜴,8,52030107,120,7,3850,9,7700,29,3850,6,36660,8,3780,10,7630,30,3590,99,3006700
1021009,52030107,熔岩蜥蜴,9,52030107,150,7,5250,9,10500,29,5250,6,50020,8,5150,10,10400,30,4900,99,4100400
1021010,52030107,熔岩蜥蜴,10,52030107,180,7,6940,9,13880,29,6940,6,66110,8,6810,10,13750,30,6480,99,5420700
1021011,52030107,熔岩蜥蜴,11,52030107,220,7,8940,9,17880,29,8940,6,85160,8,8770,10,17710,30,8350,99,6982700
1021012,52030107,熔岩蜥蜴,12,52030107,260,7,11270,9,22540,29,11270,6,107340,8,11060,10,22330,30,10520,99,8802300
1021013,52030107,熔岩蜥蜴,13,52030107,310,7,13950,9,27900,29,13950,6,132860,8,13680,10,27630,30,13020,99,10893700
1021014,52030107,熔岩蜥蜴,14,52030107,350,7,17000,9,34000,29,17000,6,161900,8,16680,10,33670,30,15870,99,13276500
1021015,52030107,熔岩蜥蜴,15,52030107,400,7,20440,9,40880,29,20440,6,194640,8,20050,10,40490,30,19070,99,15961300
1021016,52030107,熔岩蜥蜴,16,52030107,460,7,24280,9,48560,29,24280,6,231260,8,23820,10,48100,30,22660,99,18962200
1021017,52030107,熔岩蜥蜴,17,52030107,520,7,28550,9,57100,29,28550,6,271940,8,28010,10,56560,30,26650,99,22297800
1021018,52030107,熔岩蜥蜴,18,52030107,580,7,33270,9,66540,29,33270,6,316850,8,32640,10,65900,30,31050,99,25982000
1021019,52030107,熔岩蜥蜴,19,52030107,640,7,38450,9,76900,29,38450,6,366140,8,37710,10,76160,30,35880,99,30024800
1021020,52030107,熔岩蜥蜴,20,0,0,7,44100,9,88200,29,44100,6,420000,8,43260,10,87360,30,41160,99,34440000
2021001,52030207,熔岩巨龙,1,52030207,3,7,170,9,340,29,170,6,1710,8,160,10,310,30,160,99,132700
2021002,52030207,熔岩巨龙,2,52030207,6,7,320,9,640,29,320,6,3240,8,300,10,600,30,310,99,251800
2021003,52030207,熔岩巨龙,3,52030207,12,7,660,9,1320,29,660,6,6820,8,620,10,1260,30,640,99,523400
2021004,52030207,熔岩巨龙,4,52030207,24,7,1270,9,2540,29,1270,6,13100,8,1200,10,2420,30,1230,99,1007000
2021005,52030207,熔岩巨龙,5,52030207,40,7,2200,9,4400,29,2200,6,22660,8,2070,10,4180,30,2140,99,1743200
2021006,52030207,熔岩巨龙,6,52030207,64,7,3500,9,7000,29,3500,6,36040,8,3290,10,6650,30,3400,99,2772300
2021007,52030207,熔岩巨龙,7,52030207,90,7,5220,9,10440,29,5220,6,53750,8,4910,10,9920,30,5060,99,4134000
2021008,52030207,熔岩巨龙,8,52030207,120,7,7410,9,14820,29,7410,6,76260,8,6970,10,14080,30,7190,99,5868200
2021009,52030207,熔岩巨龙,9,52030207,150,7,10100,9,20200,29,10100,6,104040,8,9500,10,19210,30,9800,99,8001300
2021010,52030207,熔岩巨龙,10,52030207,180,7,13360,9,26720,29,13360,6,137520,8,12560,10,25390,30,12960,99,10579900
2021011,52030207,熔岩巨龙,11,52030207,220,7,17200,9,34400,29,17200,6,177120,8,16180,10,32700,30,16690,99,13624400
2021012,52030207,熔岩巨龙,12,52030207,260,7,21680,9,43360,29,21680,6,223270,8,20390,10,41220,30,21040,99,17173400
2021013,52030207,熔岩巨龙,13,52030207,310,7,26840,9,53680,29,26840,6,276350,8,25240,10,51020,30,26040,99,21258000
2021014,52030207,熔岩巨龙,14,52030207,350,7,32700,9,65400,29,32700,6,336750,8,30760,10,62170,30,31730,99,25902500
2021015,52030207,熔岩巨龙,15,52030207,400,7,39320,9,78640,29,39320,6,404850,8,36980,10,74740,30,38150,99,31143000
