lazyid,id,name,lv,needitem,neednum,needlv,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3
6009042,53200009,暂无,42,53200009,42,40,7,34380,56,1200,99,3438000
6009043,53200009,暂无,43,53200009,43,40,7,35810,56,1200,99,3581000
6009044,53200009,暂无,44,53200009,44,40,7,37270,56,1200,99,3727000
6009045,53200009,暂无,45,53200009,45,40,7,38760,56,1200,99,3876000
6009046,53200009,暂无,46,53200009,46,40,7,40270,56,1200,99,4027000
6009047,53200009,暂无,47,53200009,47,40,7,41800,56,1200,99,4180000
6009048,53200009,暂无,48,53200009,48,40,7,43360,56,1200,99,4336000
6009049,53200009,暂无,49,53200009,49,40,7,44940,56,1200,99,4494000
6009050,53200009,暂无,50,53200009,50,50,7,46550,56,1800,99,4655000
6009051,53200009,暂无,51,53200009,51,50,7,48180,56,1800,99,4818000
6009052,53200009,暂无,52,53200009,52,50,7,49840,56,1800,99,4984000
6009053,53200009,暂无,53,53200009,53,50,7,51520,56,1800,99,5152000
6009054,53200009,暂无,54,53200009,54,50,7,53230,56,1800,99,5323000
6009055,53200009,暂无,55,53200009,55,50,7,54960,56,1800,99,5496000
6009056,53200009,暂无,56,53200009,56,50,7,56710,56,1800,99,5671000
6009057,53200009,暂无,57,53200009,57,50,7,58490,56,1800,99,5849000
6009058,53200009,暂无,58,53200009,58,50,7,60290,56,1800,99,6029000
6009059,53200009,暂无,59,53200009,59,50,7,62110,56,1800,99,6211000
6009060,53200009,暂无,60,53200009,60,60,7,63960,56,2400,99,6396000
6009061,53200009,暂无,61,53200009,61,60,7,65830,56,2400,99,6583000
6009062,53200009,暂无,62,53200009,62,60,7,67720,56,2400,99,6772000
6009063,53200009,暂无,63,53200009,63,60,7,69630,56,2400,99,6963000
6009064,53200009,暂无,64,53200009,64,60,7,71570,56,2400,99,7157000
6009065,53200009,暂无,65,53200009,65,60,7,73530,56,2400,99,7353000
6009066,53200009,暂无,66,53200009,66,60,7,75520,56,2400,99,7552000
6009067,53200009,暂无,67,53200009,67,60,7,77530,56,2400,99,7753000
6009068,53200009,暂无,68,53200009,68,60,7,79560,56,2400,99,7956000
6009069,53200009,暂无,69,53200009,69,60,7,81610,56,2400,99,8161000
6009070,53200009,暂无,70,53200009,70,70,7,83680,56,3000,99,8368000
6009071,53200009,暂无,71,53200009,71,70,7,85780,56,3000,99,8578000
6009072,53200009,暂无,72,53200009,72,70,7,87900,56,3000,99,8790000
6009073,53200009,暂无,73,53200009,73,70,7,90040,56,3000,99,9004000
6009074,53200009,暂无,74,53200009,74,70,7,92210,56,3000,99,9221000
6009075,53200009,暂无,75,53200009,75,70,7,94390,56,3000,99,9439000
6009076,53200009,暂无,76,53200009,76,70,7,96600,56,3000,99,9660000
6009077,53200009,暂无,77,53200009,77,70,7,98830,56,3000,99,9883000
6009078,53200009,暂无,78,53200009,78,70,7,101080,56,3000,99,10108000
6009079,53200009,暂无,79,53200009,79,70,7,103350,56,3000,99,10335000
6009080,53200009,暂无,80,53200009,80,80,7,105650,56,3600,99,10565000
6009081,53200009,暂无,81,53200009,81,80,7,107960,56,3600,99,10796000
6009082,53200009,暂无,82,53200009,82,80,7,110300,56,3600,99,11030000
6009083,53200009,暂无,83,53200009,83,80,7,112660,56,3600,99,11266000
6009084,53200009,暂无,84,53200009,84,80,7,115040,56,3600,99,11504000
6009085,53200009,暂无,85,53200009,85,80,7,117440,56,3600,99,11744000
6009086,53200009,暂无,86,53200009,86,80,7,119870,56,3600,99,11987000
6009087,53200009,暂无,87,53200009,87,80,7,122310,56,3600,99,12231000
6009088,53200009,暂无,88,53200009,88,80,7,124780,56,3600,99,12478000
6009089,53200009,暂无,89,53200009,89,80,7,127270,56,3600,99,12727000
6009090,53200009,暂无,90,53200009,90,90,7,129770,56,4500,99,12977000
6009091,53200009,暂无,91,53200009,91,90,7,132300,56,4500,99,13230000
6009092,53200009,暂无,92,53200009,92,90,7,134850,56,4500,99,13485000
6009093,53200009,暂无,93,53200009,93,90,7,137420,56,4500,99,13742000
6009094,53200009,暂无,94,53200009,94,90,7,140020,56,4500,99,14002000
6009095,53200009,暂无,95,53200009,95,90,7,142630,56,4500,99,14263000
6009096,53200009,暂无,96,53200009,96,90,7,145260,56,4500,99,14526000
6009097,53200009,暂无,97,53200009,97,90,7,147920,56,4500,99,14792000
6009098,53200009,暂无,98,53200009,98,90,7,150590,56,4500,99,15059000
6009099,53200009,暂无,99,53200009,99,90,7,153280,56,4500,99,15328000
6009100,53200009,暂无,100,53200009,100,90,7,156000,56,6000,99,15600000
