lazyid,id ,name,lv,needitem,neednum,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6
2034003,52050206,地狱领主,3,52050206,12,7,680,6,6360,8,620,10,1310,30,640,99,386700
2034004,52050206,地狱领主,4,52050206,24,7,1310,6,12220,8,1200,10,2520,30,1230,99,744400
2034005,52050206,地狱领主,5,52050206,40,7,2270,6,21130,8,2070,10,4360,30,2140,99,1288600
2034006,52050206,地狱领主,6,52050206,64,7,3600,6,33610,8,3290,10,6930,30,3400,99,2047700
2034007,52050206,地狱领主,7,52050206,90,7,5370,6,50130,8,4910,10,10340,30,5060,99,3053600
2034008,52050206,地狱领主,8,52050206,120,7,7630,6,71130,8,6970,10,14670,30,7190,99,4335100
2034009,52050206,地狱领主,9,52050206,150,7,10400,6,97040,8,9500,10,20010,30,9800,99,5911300
2034010,52050206,地狱领主,10,52050206,180,7,13750,6,128260,8,12560,10,26450,30,12960,99,7814700
2034011,52050206,地狱领主,11,52050206,220,7,17710,6,165200,8,16180,10,34060,30,16690,99,10065000
2034012,52050206,地狱领主,12,52050206,260,7,22330,6,208240,8,20390,10,42940,30,21040,99,12687800
2034013,52050206,地狱领主,13,52050206,310,7,27630,6,257750,8,25240,10,53140,30,26040,99,15703000
2034014,52050206,地狱领主,14,52050206,350,7,33670,6,314080,8,30760,10,64760,30,31730,99,19135600
2034015,52050206,地狱领主,15,52050206,400,7,40490,6,377600,8,36980,10,77860,30,38150,99,23007000
2034016,52050206,地狱领主,16,52050206,460,7,48100,6,448650,8,43940,10,92510,30,45330,99,27335500
2034017,52050206,地狱领主,17,52050206,520,7,56560,6,527570,8,51670,10,108780,30,53300,99,32143400
2034018,52050206,地狱领主,18,52050206,580,7,65900,6,614680,8,60200,10,126740,30,62100,99,37450600
2034019,52050206,地狱领主,19,52050206,640,7,76160,6,710320,8,69570,10,146460,30,71760,99,43278400
2034020,52050206,地狱领主,20,0,0,7,87360,6,814800,8,79800,10,168000,30,82320,99,49644000
1035001,52050107,大恶魔,1,52050107,3,7,80,6,800,8,80,10,160,30,90,99,49000
1035002,52050107,大恶魔,2,52050107,6,7,160,6,1530,8,150,10,300,30,160,99,92600
1035003,52050107,大恶魔,3,52050107,12,7,330,6,3210,8,310,10,620,30,340,99,193200
1035004,52050107,大恶魔,4,52050107,24,7,640,6,6170,8,600,10,1200,30,650,99,372400
1035005,52050107,大恶魔,5,52050107,40,7,1100,6,10680,8,1030,10,2070,30,1130,99,643100
1035006,52050107,大恶魔,6,52050107,64,7,1750,6,16980,8,1650,10,3290,30,1800,99,1024100
1035007,52050107,大恶魔,7,52050107,90,7,2610,6,25320,8,2450,10,4910,30,2690,99,1526900
1035008,52050107,大恶魔,8,52050107,120,7,3700,6,35930,8,3480,10,6970,30,3810,99,2166100
1035009,52050107,大恶魔,9,52050107,150,7,5050,6,49020,8,4750,10,9500,30,5200,99,2955400
1035010,52050107,大恶魔,10,52050107,180,7,6680,6,64790,8,6280,10,12560,30,6880,99,3907800
1035011,52050107,大恶魔,11,52050107,220,7,8600,6,83450,8,8090,10,16180,30,8860,99,5033000
1035012,52050107,大恶魔,12,52050107,260,7,10840,6,105190,8,10200,10,20390,30,11160,99,6343300
1035013,52050107,大恶魔,13,52050107,310,7,13420,6,130200,8,12620,10,25240,30,13820,99,7852000
1035014,52050107,大恶魔,14,52050107,350,7,16350,6,158660,8,15380,10,30760,30,16840,99,9568200
1035015,52050107,大恶魔,15,52050107,400,7,19660,6,190750,8,18490,10,36980,30,20240,99,11503000
1035016,52050107,大恶魔,16,52050107,460,7,23360,6,226640,8,21970,10,43940,30,24050,99,13667800
1035017,52050107,大恶魔,17,52050107,520,7,27470,6,266500,8,25830,10,51670,30,28280,99,16071500
1035018,52050107,大恶魔,18,52050107,580,7,32000,6,310510,8,30100,10,60200,30,32950,99,18725200
1035019,52050107,大恶魔,19,52050107,640,7,36980,6,358820,8,34780,10,69570,30,38080,99,21638900
1035020,52050107,大恶魔,20,0,0,7,42420,6,411600,8,39900,10,79800,30,43680,99,24822000
2035001,52050207,炎魔,1,52050207,3,9,330,6,1690,8,160,10,310,30,170,99,98800
2035002,52050207,炎魔,2,52050207,6,9,630,6,3210,8,300,10,600,30,320,99,187700
2035003,52050207,炎魔,3,52050207,12,9,1330,6,6760,8,640,10,1260,30,670,99,395700
2035004,52050207,炎魔,4,52050207,24,9,2540,6,12970,8,1220,10,2420,30,1280,99,757400
2035005,52050207,炎魔,5,52050207,40,9,4400,6,22440,8,2110,10,4180,30,2220,99,1310800
2035006,52050207,炎魔,6,52050207,64,9,7000,6,35690,8,3360,10,6650,30,3530,99,2085300
2035007,52050207,炎魔,7,52050207,90,9,10440,6,53230,8,5010,10,9920,30,5270,99,3110600
2035008,52050207,炎魔,8,52050207,120,9,14810,6,75530,8,7110,10,14080,30,7480,99,4414100
2035009,52050207,炎魔,9,52050207,150,9,20210,6,103040,8,9700,10,19210,30,10200,99,6021800
2035010,52050207,炎魔,10,52050207,180,9,26710,6,136200,8,12830,10,25390,30,13490,99,7961000
2035011,52050207,炎魔,11,52050207,220,9,34400,6,175420,8,16520,10,32700,30,17370,99,10252400
2035012,52050207,炎魔,12,52050207,260,9,43370,6,221120,8,20820,10,41220,30,21900,99,12923900
2035013,52050207,炎魔,13,52050207,310,9,53670,6,273690,8,25770,10,51020,30,27100,99,15995300
2035014,52050207,炎魔,14,52050207,350,9,65410,6,333510,8,31410,10,62170,30,33030,99,19493200
2035015,52050207,炎魔,15,52050207,400,9,78630,6,400960,8,37760,10,74740,30,39710,99,23434700
2035016,52050207,炎魔,16,52050207,460,9,93430,6,476400,8,44870,10,88810,30,47180,99,27845000
2035017,52050207,炎魔,17,52050207,520,9,109860,6,560200,8,52760,10,104430,30,55480,99,32742500
2035018,52050207,炎魔,18,52050207,580,9,128010,6,652710,8,61470,10,121670,30,64640,99,38149200
2035019,52050207,炎魔,19,52050207,640,9,147920,6,754260,8,71030,10,140600,30,74690,99,44083200
2035020,52050207,炎魔,20,0,0,9,169680,6,865200,8,81480,10,161280,30,85680,99,50568000
1036001,52060101,地精投手,1,52060101,3,7,80,6,780,8,80,10,170,30,80,99,48100
1036002,52060101,地精投手,2,52060101,6,7,150,6,1480,8,150,10,330,30,150,99,91100
1036003,52060101,地精投手,3,52060101,12,7,310,6,3120,8,320,10,690,30,310,99,190900
1036004,52060101,地精投手,4,52060101,24,7,600,6,5980,8,610,10,1320,30,600,99,366600
1036005,52060101,地精投手,5,52060101,40,7,1030,6,10350,8,1060,10,2290,30,1030,99,633500
1036006,52060101,地精投手,6,52060101,64,7,1650,6,16460,8,1680,10,3640,30,1650,99,1009200
1036007,52060101,地精投手,7,52060101,90,7,2450,6,24550,8,2510,10,5430,30,2450,99,1503500
1036008,52060101,地精投手,8,52060101,120,7,3480,6,34830,8,3560,10,7700,30,3480,99,2133600
1036009,52060101,地精投手,9,52060101,150,7,4750,6,47520,8,4850,10,10500,30,4750,99,2910400
1036010,52060101,地精投手,10,52060101,180,7,6280,6,62810,8,6410,10,13880,30,6280,99,3847200
1036011,52060101,地精投手,11,52060101,220,7,8090,6,80900,8,8260,10,17880,30,8090,99,4956000
1036012,52060101,地精投手,12,52060101,260,7,10200,6,101970,8,10410,10,22540,30,10200,99,6247400
1036013,52060101,地精投手,13,52060101,310,7,12620,6,126220,8,12890,10,27900,30,12620,99,7732400
1036014,52060101,地精投手,14,52060101,350,7,15380,6,153800,8,15700,10,34000,30,15380,99,9422000
1036015,52060101,地精投手,15,52060101,400,7,18490,6,184910,8,18880,10,40870,30,18490,99,11327700
1036016,52060101,地精投手,16,52060101,460,7,21970,6,219700,8,22430,10,48570,30,21970,99,13459500
1036017,52060101,地精投手,17,52060101,520,7,25830,6,258350,8,26380,10,57110,30,25830,99,15826500
1036018,52060101,地精投手,18,52060101,580,7,30100,6,301000,8,30730,10,66540,30,30100,99,18440000
1036019,52060101,地精投手,19,52060101,640,7,34780,6,347840,8,35520,10,76890,30,34780,99,21309300
1036020,52060101,地精投手,20,0,0,7,39900,6,399000,8,40740,10,88200,30,39900,99,24444000
2036001,52060201,熊地精,1,52060201,3,7,170,6,1590,8,170,10,340,30,160,99,98800
2036002,52060201,熊地精,2,52060201,6,7,320,6,3030,8,320,10,640,30,310,99,187600
2036003,52060201,熊地精,3,52060201,12,7,680,6,6360,8,680,10,1350,30,660,99,396700
2036004,52060201,熊地精,4,52060201,24,7,1310,6,12220,8,1310,10,2590,30,1260,99,761900
2036005,52060201,熊地精,5,52060201,40,7,2270,6,21130,8,2270,10,4490,30,2180,99,1319100
2036006,52060201,熊地精,6,52060201,64,7,3600,6,33610,8,3600,10,7140,30,3470,99,2096200
2036007,52060201,熊地精,7,52060201,90,7,5370,6,50130,8,5370,10,10650,30,5170,99,3126100
2036008,52060201,熊地精,8,52060201,120,7,7630,6,71130,8,7630,10,15110,30,7330,99,4437100
2036009,52060201,熊地精,9,52060201,150,7,10400,6,97040,8,10400,10,20610,30,10000,99,6051300
2036010,52060201,熊地精,10,52060201,180,7,13750,6,128260,8,13750,10,27240,30,13220,99,7999200
2036011,52060201,熊地精,11,52060201,220,7,17710,6,165200,8,17710,10,35080,30,17030,99,10303000
2036012,52060201,熊地精,12,52060201,260,7,22330,6,208240,8,22330,10,44220,30,21470,99,12988800
2036013,52060201,熊地精,13,52060201,310,7,27630,6,257750,8,27630,10,54740,30,26570,99,16075000
2036014,52060201,熊地精,14,52060201,350,7,33670,6,314080,8,33670,10,66700,30,32380,99,19588600
2036015,52060201,熊地精,15,52060201,400,7,40490,6,377600,8,40490,10,80190,30,38930,99,23552500
2036016,52060201,熊地精,16,52060201,460,7,48100,6,448650,8,48100,10,95280,30,46250,99,27982000
2036017,52060201,熊地精,17,52060201,520,7,56560,6,527570,8,56560,10,112040,30,54390,99,32904400
2036018,52060201,熊地精,18,52060201,580,7,65900,6,614680,8,65900,10,130540,30,63370,99,38337600
2036019,52060201,熊地精,19,52060201,640,7,76160,6,710320,8,76160,10,150850,30,73230,99,44303900
2036020,52060201,熊地精,20,0,0,7,87360,6,814800,8,87360,10,173040,30,84000,99,50820000
1037001,52060102,巫医,1,52060102,3,7,80,6,820,8,90,10,170,30,80,99,49900
1037002,52060102,巫医,2,52060102,6,7,150,6,1560,8,160,10,320,30,160,99,94200
1037003,52060102,巫医,3,52060102,12,7,310,6,3280,8,340,10,680,30,340,99,198600
1037004,52060102,巫医,4,52060102,24,7,600,6,6300,8,660,10,1300,30,650,99,382000
1037005,52060102,巫医,5,52060102,40,7,1030,6,10890,8,1140,10,2240,30,1120,99,658800
1037006,52060102,巫医,6,52060102,64,7,1650,6,17330,8,1820,10,3570,30,1780,99,1050100
1037007,52060102,巫医,7,52060102,90,7,2450,6,25840,8,2710,10,5320,30,2660,99,1564800
1037008,52060102,巫医,8,52060102,120,7,3480,6,36660,8,3850,10,7550,30,3780,99,2221700
1037009,52060102,巫医,9,52060102,150,7,4750,6,50020,8,5250,10,10300,30,5150,99,3030400
1037010,52060102,巫医,10,52060102,180,7,6280,6,66110,8,6940,10,13620,30,6810,99,4006200
1037011,52060102,巫医,11,52060102,220,7,8090,6,85160,8,8940,10,17540,30,8770,99,5160200
1037012,52060102,巫医,12,52060102,260,7,10200,6,107340,8,11270,10,22110,30,11060,99,6505300
1037013,52060102,巫医,13,52060102,310,7,12620,6,132860,8,13950,10,27370,30,13680,99,8050700
1037014,52060102,巫医,14,52060102,350,7,15380,6,161900,8,17000,10,33350,30,16680,99,9811500
1037015,52060102,巫医,15,52060102,400,7,18490,6,194640,8,20440,10,40100,30,20050,99,11795800
1037016,52060102,巫医,16,52060102,460,7,21970,6,231260,8,24280,10,47640,30,23820,99,14014200
1037017,52060102,巫医,17,52060102,520,7,25830,6,271940,8,28550,10,56020,30,28010,99,16478800
1037018,52060102,巫医,18,52060102,580,7,30100,6,316850,8,33270,10,65270,30,32640,99,19201500
1037019,52060102,巫医,19,52060102,640,7,34780,6,366140,8,38450,10,75430,30,37710,99,22188300
1037020,52060102,巫医,20,0,0,7,39900,6,420000,8,44100,10,86520,30,43260,99,25452000
2037001,52060202,先知,1,52060202,3,7,170,6,1710,8,170,10,310,30,160,99,99700
2037002,52060202,先知,2,52060202,6,7,320,6,3240,8,320,10,600,30,300,99,188800
2037003,52060202,先知,3,52060202,12,7,660,6,6820,8,680,10,1260,30,630,99,396400
2037004,52060202,先知,4,52060202,24,7,1270,6,13100,8,1300,10,2420,30,1210,99,761000
2037005,52060202,先知,5,52060202,40,7,2200,6,22660,8,2240,10,4180,30,2090,99,1315200
2037006,52060202,先知,6,52060202,64,7,3500,6,36040,8,3570,10,6650,30,3330,99,2093300
2037007,52060202,先知,7,52060202,90,7,5220,6,53750,8,5320,10,9920,30,4960,99,3121000
2037008,52060202,先知,8,52060202,120,7,7410,6,76260,8,7550,10,14080,30,7040,99,4429200
2037009,52060202,先知,9,52060202,150,7,10100,6,104040,8,10300,10,19210,30,9600,99,6041300
2037010,52060202,先知,10,52060202,180,7,13360,6,137520,8,13620,10,25390,30,12690,99,7986900
2037011,52060202,先知,11,52060202,220,7,17200,6,177120,8,17540,10,32700,30,16350,99,10286400
2037012,52060202,先知,12,52060202,260,7,21680,6,223270,8,22110,10,41220,30,20610,99,12966400
2037013,52060202,先知,13,52060202,310,7,26840,6,276350,8,27370,10,51020,30,25510,99,16050000
2037014,52060202,先知,14,52060202,350,7,32700,6,336750,8,33350,10,62170,30,31080,99,19556500
2037015,52060202,先知,15,52060202,400,7,39320,6,404850,8,40100,10,74740,30,37370,99,23513000
2037016,52060202,先知,16,52060202,460,7,46720,6,481030,8,47640,10,88810,30,44400,99,27937100
2037017,52060202,先知,17,52060202,520,7,54930,6,565640,8,56020,10,104430,30,52210,99,32850300
2037018,52060202,先知,18,52060202,580,7,64000,6,659040,8,65270,10,121670,30,60830,99,38274300
2037019,52060202,先知,19,52060202,640,7,73960,6,761580,8,75430,10,140600,30,70300,99,44230600
2037020,52060202,先知,20,0,0,7,84840,6,873600,8,86520,10,161280,30,80640,99,50736000
1038001,52060103,暴徒,1,52060103,3,7,80,6,800,8,80,10,160,30,80,99,48000
1038002,52060103,暴徒,2,52060103,6,7,150,6,1510,8,160,10,300,30,150,99,91200
1038003,52060103,暴徒,3,52060103,12,7,320,6,3180,8,340,10,630,30,320,99,193100
1038004,52060103,暴徒,4,52060103,24,7,610,6,6110,8,650,10,1210,30,620,99,370700
1038005,52060103,暴徒,5,52060103,40,7,1060,6,10570,8,1120,10,2090,30,1070,99,640900
1038006,52060103,暴徒,6,52060103,64,7,1680,6,16810,8,1780,10,3330,30,1700,99,1018700
1038007,52060103,暴徒,7,52060103,90,7,2510,6,25060,8,2660,10,4960,30,2530,99,1519200
1038008,52060103,暴徒,8,52060103,120,7,3560,6,35560,8,3780,10,7040,30,3590,99,2156200
1038009,52060103,暴徒,9,52060103,150,7,4850,6,48520,8,5150,10,9600,30,4900,99,2940400
1038010,52060103,暴徒,10,52060103,180,7,6410,6,64130,8,6810,10,12690,30,6480,99,3887100
1038011,52060103,暴徒,11,52060103,220,7,8260,6,82600,8,8770,10,16350,30,8350,99,5007500
1038012,52060103,暴徒,12,52060103,260,7,10410,6,104120,8,11060,10,20610,30,10520,99,6311900
1038013,52060103,暴徒,13,52060103,310,7,12890,6,128870,8,13680,10,25510,30,13020,99,7811900
1038014,52060103,暴徒,14,52060103,350,7,15700,6,157040,8,16680,10,31080,30,15870,99,9519800
1038015,52060103,暴徒,15,52060103,400,7,18880,6,188800,8,20050,10,37370,30,19070,99,11444500
1038016,52060103,暴徒,16,52060103,460,7,22430,6,224330,8,23820,10,44400,30,22660,99,13597600
1038017,52060103,暴徒,17,52060103,520,7,26380,6,263780,8,28010,10,52210,30,26650,99,15990100
1038018,52060103,暴徒,18,52060103,580,7,30730,6,307340,8,32640,10,60830,30,31050,99,18630300
1038019,52060103,暴徒,19,52060103,640,7,35520,6,355160,8,37710,10,70300,30,35880,99,21529200
1038020,52060103,暴徒,20,0,0,7,40740,6,407400,8,43260,10,80640,30,41160,99,24696000
2038001,52060203,狂战士,1,52060203,3,7,170,6,1670,8,160,10,330,30,160,99,98900
2038002,52060203,狂战士,2,52060203,6,7,320,6,3180,8,310,10,640,30,310,99,189600
2038003,52060203,狂战士,3,52060203,12,7,670,6,6690,8,640,10,1340,30,660,99,397800
2038004,52060203,狂战士,4,52060203,24,7,1280,6,12850,8,1230,10,2570,30,1260,99,762500
2038005,52060203,狂战士,5,52060203,40,7,2220,6,22220,8,2140,10,4440,30,2180,99,1320400
2038006,52060203,狂战士,6,52060203,64,7,3530,6,35350,8,3400,10,7070,30,3470,99,2100500
2038007,52060203,狂战士,7,52060203,90,7,5270,6,52710,8,5060,10,10540,30,5170,99,3131200
2038008,52060203,狂战士,8,52060203,120,7,7480,6,74790,8,7190,10,14960,30,7330,99,4443800
2038009,52060203,狂战士,9,52060203,150,7,10200,6,102040,8,9800,10,20410,30,10000,99,6061300
2038010,52060203,狂战士,10,52060203,180,7,13490,6,134870,8,12960,10,26970,30,13220,99,8012900
2038011,52060203,狂战士,11,52060203,220,7,17370,6,173720,8,16690,10,34740,30,17030,99,10320400
2038012,52060203,狂战士,12,52060203,260,7,21900,6,218970,8,21040,10,43790,30,21470,99,13009900
2038013,52060203,狂战士,13,52060203,310,7,27100,6,271030,8,26040,10,54210,30,26570,99,16102100
2038014,52060203,狂战士,14,52060203,350,7,33030,6,330270,8,31730,10,66050,30,32380,99,19621900
2038015,52060203,狂战士,15,52060203,400,7,39710,6,397070,8,38150,10,79410,30,38930,99,23590900
2038016,52060203,狂战士,16,52060203,460,7,47180,6,471780,8,45330,10,94360,30,46250,99,28029600
2038017,52060203,狂战士,17,52060203,520,7,55480,6,554760,8,53300,10,110950,30,54390,99,32959700
2038018,52060203,狂战士,18,52060203,580,7,64640,6,646370,8,62100,10,129270,30,63370,99,38401900
2038019,52060203,狂战士,19,52060203,640,7,74690,6,746940,8,71760,10,149390,30,73230,99,44376300
2038020,52060203,狂战士,20,0,0,7,85680,6,856800,8,82320,10,171360,30,84000,99,50904000
1039001,52060104,人马酋长,1,52060104,3,7,80,6,860,8,80,10,160,30,90,99,50200
1039002,52060104,人马酋长,2,52060104,6,7,150,6,1640,8,150,10,300,30,160,99,93800
1039003,52060104,人马酋长,3,52060104,12,7,320,6,3440,8,320,10,620,30,340,99,197800
1039004,52060104,人马酋长,4,52060104,24,7,610,6,6610,8,610,10,1200,30,650,99,379200
1039005,52060104,人马酋长,5,52060104,40,7,1060,6,11440,8,1060,10,2070,30,1130,99,657300
1039006,52060104,人马酋长,6,52060104,64,7,1680,6,18190,8,1680,10,3290,30,1800,99,1044300
1039007,52060104,人马酋长,7,52060104,90,7,2510,6,27130,8,2510,10,4910,30,2690,99,1559100
1039008,52060104,人马酋长,8,52060104,120,7,3560,6,38500,8,3560,10,6970,30,3810,99,2211500
1039009,52060104,人马酋长,9,52060104,150,7,4850,6,52520,8,4850,10,9500,30,5200,99,3015400
1039010,52060104,人马酋长,10,52060104,180,7,6410,6,69420,8,6410,10,12560,30,6880,99,3986400
1039011,52060104,人马酋长,11,52060104,220,7,8260,6,89410,8,8260,10,16180,30,8860,99,5135200
1039012,52060104,人马酋长,12,52060104,260,7,10410,6,112710,8,10410,10,20390,30,11160,99,6471700
1039013,52060104,人马酋长,13,52060104,310,7,12890,6,139500,8,12890,10,25240,30,13820,99,8012000
1039014,52060104,人马酋长,14,52060104,350,7,15700,6,169990,8,15700,10,30760,30,16840,99,9761800
1039015,52060104,人马酋长,15,52060104,400,7,18880,6,204370,8,18880,10,36980,30,20240,99,11736400
1039016,52060104,人马酋长,16,52060104,460,7,22430,6,242830,8,22430,10,43940,30,24050,99,13944600
1039017,52060104,人马酋长,17,52060104,520,7,26380,6,285540,8,26380,10,51670,30,28280,99,16398300
1039018,52060104,人马酋长,18,52060104,580,7,30730,6,332690,8,30730,10,60200,30,32950,99,19104800
1039019,52060104,人马酋长,19,52060104,640,7,35520,6,384450,8,35520,10,69570,30,38080,99,22079500
1039020,52060104,人马酋长,20,0,0,7,40740,6,441000,8,40740,10,79800,30,43680,99,25326000
2039001,52060204,人马督军,1,52060204,3,7,160,6,1590,8,160,10,320,30,160,99,95800
2039002,52060204,人马督军,2,52060204,6,7,310,6,3030,8,300,10,620,30,300,99,182600
2039003,52060204,人马督军,3,52060204,12,7,640,6,6360,8,620,10,1300,30,620,99,380200
2039004,52060204,人马督军,4,52060204,24,7,1230,6,12220,8,1200,10,2490,30,1200,99,731900
2039005,52060204,人马督军,5,52060204,40,7,2140,6,21130,8,2070,10,4310,30,2070,99,1266100
2039006,52060204,人马督军,6,52060204,64,7,3400,6,33610,8,3290,10,6860,30,3290,99,2013200
2039007,52060204,人马督军,7,52060204,90,7,5060,6,50130,8,4910,10,10230,30,4910,99,3002100
2039008,52060204,人马督军,8,52060204,120,7,7190,6,71130,8,6970,10,14520,30,6970,99,4261600
2039009,52060204,人马督军,9,52060204,150,7,9800,6,97040,8,9500,10,19810,30,9500,99,5811300
2039010,52060204,人马督军,10,52060204,180,7,12960,6,128260,8,12560,10,26180,30,12560,99,7682200
2039011,52060204,人马督军,11,52060204,220,7,16690,6,165200,8,16180,10,33720,30,16180,99,9895000
2039012,52060204,人马督军,12,52060204,260,7,21040,6,208240,8,20390,10,42510,30,20390,99,12472300
2039013,52060204,人马督军,13,52060204,310,7,26040,6,257750,8,25240,10,52610,30,25240,99,15437500
2039014,52060204,人马督军,14,52060204,350,7,31730,6,314080,8,30760,10,64110,30,30760,99,18812100
2039015,52060204,人马督军,15,52060204,400,7,38150,6,377600,8,36980,10,77080,30,36980,99,22617000
2039016,52060204,人马督军,16,52060204,460,7,45330,6,448650,8,43940,10,91580,30,43940,99,26873000
2039017,52060204,人马督军,17,52060204,520,7,53300,6,527570,8,51670,10,107690,30,51670,99,31599900
2039018,52060204,人马督军,18,52060204,580,7,62100,6,614680,8,60200,10,125470,30,60200,99,36817100
2039019,52060204,人马督军,19,52060204,640,7,71760,6,710320,8,69570,10,144990,30,69570,99,42545900
2039020,52060204,人马督军,20,0,0,7,82320,6,814800,8,79800,10,166320,30,79800,99,48804000
1040001,52060105,萨满,1,52060105,3,7,80,6,830,8,80,10,160,30,90,99,49600
1040002,52060105,萨满,2,52060105,6,7,150,6,1580,8,150,10,300,30,160,99,92600
1040003,52060105,萨满,3,52060105,12,7,320,6,3310,8,310,10,630,30,340,99,194700
1040004,52060105,萨满,4,52060105,24,7,620,6,6360,8,600,10,1210,30,650,99,374700
1040005,52060105,萨满,5,52060105,40,7,1070,6,11000,8,1050,10,2090,30,1130,99,649500
1040006,52060105,萨满,6,52060105,64,7,1700,6,17500,8,1660,10,3330,30,1800,99,1032500
1040007,52060105,萨满,7,52060105,90,7,2530,6,26100,8,2480,10,4960,30,2690,99,1540000
1040008,52060105,萨满,8,52060105,120,7,3590,6,37030,8,3520,10,7040,30,3810,99,2184600
1040009,52060105,萨满,9,52060105,150,7,4900,6,50520,8,4800,10,9600,30,5200,99,2980400
1040010,52060105,萨满,10,52060105,180,7,6480,6,66780,8,6350,10,12690,30,6880,99,3941100
1040011,52060105,萨满,11,52060105,220,7,8350,6,86010,8,8170,10,16350,30,8860,99,5075700
1040012,52060105,萨满,12,52060105,260,7,10520,6,108410,8,10300,10,20610,30,11160,99,6396700
1040013,52060105,萨满,13,52060105,310,7,13020,6,134190,8,12750,10,25510,30,13820,99,7918300
1040014,52060105,萨满,14,52060105,350,7,15870,6,163520,8,15540,10,31080,30,16840,99,9649400
1040015,52060105,萨满,15,52060105,400,7,19070,6,196590,8,18690,10,37370,30,20240,99,11600300
1040016,52060105,萨满,16,52060105,460,7,22660,6,233580,8,22200,10,44400,30,24050,99,13782600
1040017,52060105,萨满,17,52060105,520,7,26650,6,274660,8,26110,10,52210,30,28280,99,16207700
1040018,52060105,萨满,18,52060105,580,7,31050,6,320020,8,30420,10,60830,30,32950,99,18883900
1040019,52060105,萨满,19,52060105,640,7,35880,6,369810,8,35150,10,70300,30,38080,99,21822200
1040020,52060105,萨满,20,0,0,7,41160,6,424200,8,40320,10,80640,30,43680,99,25032000
2040001,52060205,大萨满,1,52060205,3,7,160,6,1610,8,160,10,320,30,160,99,96200
2040002,52060205,大萨满,2,52060205,6,7,300,6,3060,8,310,10,610,30,310,99,183700
2040003,52060205,大萨满,3,52060205,12,7,620,6,6430,8,660,10,1290,30,650,99,386100
2040004,52060205,大萨满,4,52060205,24,7,1200,6,12340,8,1260,10,2470,30,1250,99,741300
2040005,52060205,大萨满,5,52060205,40,7,2070,6,21350,8,2180,10,4270,30,2160,99,1281500
2040006,52060205,大萨满,6,52060205,64,7,3290,6,33960,8,3470,10,6790,30,3430,99,2037700
2040007,52060205,大萨满,7,52060205,90,7,4910,6,50650,8,5170,10,10130,30,5120,99,3039500
2040008,52060205,大萨满,8,52060205,120,7,6970,6,71860,8,7330,10,14370,30,7260,99,4311700
2040009,52060205,大萨满,9,52060205,150,7,9500,6,98040,8,10000,10,19610,30,9900,99,5881300
2040010,52060205,大萨满,10,52060205,180,7,12560,6,129580,8,13220,10,25920,30,13090,99,7774600
2040011,52060205,大萨满,11,52060205,220,7,16180,6,166910,8,17030,10,33380,30,16860,99,10014200
2040012,52060205,大萨满,12,52060205,260,7,20390,6,210390,8,21470,10,42080,30,21250,99,12622800
2040013,52060205,大萨满,13,52060205,310,7,25240,6,260400,8,26570,10,52080,30,26310,99,15624000
2040014,52060205,大萨满,14,52060205,350,7,30760,6,317320,8,32380,10,63460,30,32060,99,19039400
2040015,52060205,大萨满,15,52060205,400,7,36980,6,381500,8,38930,10,76300,30,38540,99,22890000
2040016,52060205,大萨满,16,52060205,460,7,43940,6,453280,8,46250,10,90660,30,45790,99,27196600
2040017,52060205,大萨满,17,52060205,520,7,51670,6,533010,8,54390,10,106600,30,53840,99,31980200
2040018,52060205,大萨满,18,52060205,580,7,60200,6,621020,8,63370,10,124200,30,62740,99,37261400
2040019,52060205,大萨满,19,52060205,640,7,69570,6,717640,8,73230,10,143530,30,72500,99,43059300
2040020,52060205,大萨满,20,0,0,7,79800,6,823200,8,84000,10,164640,30,83160,99,49392000
1041001,52060106,独眼巨人,1,52060106,3,7,80,6,850,8,80,10,170,30,80,99,49500
1041002,52060106,独眼巨人,2,52060106,6,7,150,6,1620,8,160,10,320,30,150,99,94400
1041003,52060106,独眼巨人,3,52060106,12,7,320,6,3410,8,330,10,660,30,320,99,198200
1041004,52060106,独眼巨人,4,52060106,24,7,610,6,6550,8,630,10,1270,30,620,99,380500
1041005,52060106,独眼巨人,5,52060106,40,7,1060,6,11330,8,1090,10,2200,30,1070,99,658600
1041006,52060106,独眼巨人,6,52060106,64,7,1680,6,18020,8,1730,10,3500,30,1700,99,1046400
1041007,52060106,独眼巨人,7,52060106,90,7,2510,6,26870,8,2580,10,5220,30,2530,99,1560400
1041008,52060106,独眼巨人,8,52060106,120,7,3560,6,38130,8,3670,10,7410,30,3590,99,2215100
1041009,52060106,独眼巨人,9,52060106,150,7,4850,6,52020,8,5000,10,10100,30,4900,99,3020400
1041010,52060106,独眼巨人,10,52060106,180,7,6410,6,68760,8,6610,10,13360,30,6480,99,3993200
1041011,52060106,独眼巨人,11,52060106,220,7,8260,6,88560,8,8520,10,17200,30,8350,99,5144200
1041012,52060106,独眼巨人,12,52060106,260,7,10410,6,111630,8,10730,10,21680,30,10520,99,6482600
1041013,52060106,独眼巨人,13,52060106,310,7,12890,6,138170,8,13290,10,26840,30,13020,99,8025400
1041014,52060106,独眼巨人,14,52060106,350,7,15700,6,168370,8,16190,10,32700,30,15870,99,9778400
